Date,Asset_Name,Asset_Class,Transaction_Type,Exchange,Quantity,Price_Per_Unit,Total_Value,Realized_Profit
2024-01-31,Solana,Cryptocurrency,Sell,Binance,68.48,152.31,10430.19,-1331.43
2024-02-02,Reliance Industries,Stock,Buy,NSE,489.0,3029.88,1481611.32,0.0
2024-02-03,TCS,Stock,Buy,NSE,435.0,3727.95,1621658.25,0.0
2024-02-08,TCS,Stock,Buy,NSE,110.0,4002.8,440308.0,0.0
2024-02-10,TCS,Stock,Sell,NSE,39.0,3627.84,141485.76,-17816.24
2024-02-11,GOLDBEES,ETF,Buy,NSE,431.0,50.24,21653.44,0.0
2024-02-12,GOLDBEES,ETF,Sell,NSE,321.0,60.07,19282.47,3562.64
2024-02-12,NIFTYBEES,ETF,Buy,NSE,474.0,261.63,124012.62,0.0
2024-02-12,ITC,Stock,Buy,NSE,418.0,423.69,177102.42,0.0
2024-02-13,HDFC Bank,Stock,Sell,NSE,347.0,1479.75,513473.25,34571.49
2024-02-13,L&T,Stock,Buy,NSE,336.0,3268.33,1098158.88,0.0
2024-02-16,Bitcoin,Cryptocurrency,Buy,Binance,0.5248,35130.04,18436.24,0.0
2024-02-21,Reliance Industries,Stock,Buy,NSE,105.0,2428.86,255030.3,0.0
2024-02-21,Solana,Cryptocurrency,Sell,Binance,498.57,121.01,60331.96,8346.1
2024-02-23,Solana,Cryptocurrency,Buy,Binance,185.71,88.36,16409.34,0.0
2024-02-28,Solana,Cryptocurrency,Buy,Binance,177.91,150.35,26748.77,0.0
2024-03-01,Reliance Industries,Stock,Buy,NSE,408.0,3083.51,1258072.08,0.0
2024-03-05,SBI,Stock,Sell,NSE,332.0,748.14,248382.48,62370.65
2024-03-06,ITC,Stock,Buy,NSE,11.0,404.91,4454.01,0.0
2024-03-06,NIFTYBEES,ETF,Buy,NSE,489.0,233.72,114289.08,0.0
2024-03-07,Ethereum,Cryptocurrency,Sell,Binance,1.2361,3742.19,4625.72,1397.02
2024-03-08,Tata Motors,Stock,Buy,NSE,182.0,786.79,143195.78,0.0
2024-03-08,L&T,Stock,Buy,NSE,460.0,2296.99,1056615.4,0.0
2024-03-09,Solana,Cryptocurrency,Sell,Binance,89.82,89.58,8046.08,1325.53
2024-03-09,GOLDBEES,ETF,Buy,NSE,319.0,70.02,22336.38,0.0
2024-03-10,Reliance Industries,Stock,Buy,NSE,292.0,2470.03,721248.76,0.0
2024-03-11,Tata Motors,Stock,Sell,NSE,478.0,732.47,350120.66,88050.34
2024-03-12,TCS,Stock,Buy,NSE,32.0,4185.35,133931.2,0.0
2024-03-13,Ethereum,Cryptocurrency,Sell,Binance,0.5686,1547.81,880.08,344.71
2024-03-13,L&T,Stock,Sell,NSE,482.0,3532.5,1702665.0,671772.91
2024-03-14,TCS,Stock,Buy,NSE,14.0,3676.33,51468.62,0.0
2024-03-14,GOLDBEES,ETF,Sell,NSE,248.0,65.96,16358.08,5702.26
2024-03-16,Solana,Cryptocurrency,Sell,Binance,54.23,108.28,5872.02,-129.52
2024-03-19,NIFTYBEES,ETF,Sell,NSE,182.0,210.97,38396.54,4412.09
2024-03-21,Tata Motors,Stock,Sell,NSE,406.0,569.62,231265.72,-21173.52
2024-03-22,ITC,Stock,Buy,NSE,481.0,375.29,180514.49,0.0
2024-03-23,ITC,Stock,Buy,NSE,420.0,353.81,148600.2,0.0
2024-03-24,ITC,Stock,Buy,NSE,462.0,383.88,177352.56,0.0
2024-03-25,Tata Motors,Stock,Buy,NSE,42.0,497.59,20898.78,0.0
2024-03-25,SBI,Stock,Sell,NSE,36.0,594.0,21384.0,-1430.12
2024-03-25,ATOM,Cryptocurrency,Sell,Binance,386.65,10.34,3997.96,171.05
2024-03-27,Infosys,Stock,Buy,NSE,224.0,1648.82,369335.68,0.0
2024-03-27,ITC,Stock,Sell,NSE,332.0,478.49,158858.68,4579.16
2024-03-27,NIFTYBEES,ETF,Buy,NSE,434.0,215.48,93518.32,0.0
2024-03-29,GOLDBEES,ETF,Buy,NSE,143.0,66.12,9455.16,0.0
2024-03-31,ITC,Stock,Buy,NSE,329.0,379.32,124796.28,0.0
2024-04-01,Reliance Industries,Stock,Buy,NSE,43.0,3085.11,132659.73,0.0
2024-04-02,NIFTYBEES,ETF,Sell,NSE,334.0,221.92,74121.28,24946.18
2024-04-04,Tata Motors,Stock,Sell,NSE,269.0,759.71,204361.99,47850.82
2024-04-05,HDFC Bank,Stock,Buy,NSE,294.0,1562.88,459486.72,0.0
2024-04-05,ITC,Stock,Buy,NSE,255.0,400.52,102132.6,0.0
2024-04-05,SBI,Stock,Buy,NSE,280.0,573.15,160482.0,0.0
2024-04-05,L&T,Stock,Buy,NSE,271.0,2543.86,689386.06,0.0
2024-04-07,ATOM,Cryptocurrency,Buy,Binance,399.25,6.14,2451.39,0.0
2024-04-10,ITC,Stock,Sell,NSE,225.0,351.19,79017.75,22826.7
2024-04-10,ITC,Stock,Buy,NSE,428.0,389.59,166744.52,0.0
2024-04-11,SBI,Stock,Buy,NSE,95.0,602.96,57281.2,0.0
2024-04-11,Bitcoin,Cryptocurrency,Buy,Binance,1.4364,56590.38,81286.42,0.0
2024-04-13,GOLDBEES,ETF,Buy,NSE,437.0,74.92,32740.04,0.0
2024-04-13,ITC,Stock,Buy,NSE,417.0,466.96,194722.32,0.0
2024-04-14,ITC,Stock,Buy,NSE,180.0,363.61,65449.8,0.0
2024-04-16,Tata Motors,Stock,Sell,NSE,251.0,810.65,203473.15,-23376.95
2024-04-17,Bitcoin,Cryptocurrency,Sell,Binance,2.1523,54859.71,118074.55,3407.72
2024-04-18,Reliance Industries,Stock,Sell,NSE,25.0,2766.59,69164.75,23511.78
2024-04-19,HDFC Bank,Stock,Buy,NSE,322.0,1463.83,471353.26,0.0
2024-04-21,NIFTYBEES,ETF,Buy,NSE,167.0,198.21,33101.07,0.0
2024-04-21,ITC,Stock,Sell,NSE,34.0,451.21,15341.14,4521.95
2024-04-23,Tata Motors,Stock,Sell,NSE,170.0,767.82,130529.4,9840.94
2024-04-23,SBI,Stock,Buy,NSE,65.0,832.01,54080.65,0.0
2024-04-25,Bitcoin,Cryptocurrency,Sell,Binance,0.5367,53956.47,28958.44,-1366.89
2024-04-25,Tata Motors,Stock,Buy,NSE,154.0,429.58,66155.32,0.0
2024-04-26,TCS,Stock,Sell,NSE,460.0,4021.5,1849890.0,-230794.13
2024-04-26,ATOM,Cryptocurrency,Buy,Binance,248.07,7.74,1920.06,0.0
2024-04-29,HDFC Bank,Stock,Buy,NSE,156.0,1610.77,251280.12,0.0
2024-04-29,L&T,Stock,Buy,NSE,459.0,2608.1,1197117.9,0.0
2024-05-02,NIFTYBEES,ETF,Sell,NSE,367.0,183.53,67355.51,26747.85
2024-05-03,L&T,Stock,Buy,NSE,150.0,2162.3,324345.0,0.0
2024-05-03,SBI,Stock,Buy,NSE,377.0,807.98,304608.46,0.0
2024-05-04,L&T,Stock,Sell,NSE,449.0,2635.22,1183213.78,47053.78
2024-05-04,Solana,Cryptocurrency,Sell,Binance,488.13,199.22,97245.26,-6823.33
2024-05-05,Ethereum,Cryptocurrency,Sell,Binance,2.0617,2028.48,4182.12,1076.98
2024-05-05,Solana,Cryptocurrency,Buy,Binance,81.45,99.6,8112.42,0.0
2024-05-06,Reliance Industries,Stock,Buy,NSE,25.0,2425.63,60640.75,0.0
2024-05-07,ITC,Stock,Buy,NSE,79.0,432.12,34137.48,0.0
2024-05-08,HDFC Bank,Stock,Buy,NSE,410.0,1325.29,543368.9,0.0
2024-05-09,Solana,Cryptocurrency,Buy,Binance,149.46,196.29,29337.5,0.0
2024-05-12,Infosys,Stock,Buy,NSE,180.0,1674.39,301390.2,0.0
2024-05-12,NIFTYBEES,ETF,Buy,NSE,98.0,256.29,25116.42,0.0
2024-05-13,ITC,Stock,Buy,NSE,190.0,462.16,87810.4,0.0
2024-05-14,HDFC Bank,Stock,Buy,NSE,299.0,1359.01,406343.99,0.0
2024-05-14,L&T,Stock,Buy,NSE,189.0,3643.16,688557.24,0.0
2024-05-14,L&T,Stock,Buy,NSE,44.0,3595.4,158197.6,0.0
2024-05-15,ATOM,Cryptocurrency,Buy,Binance,195.53,10.95,2141.05,0.0
2024-05-16,Reliance Industries,Stock,Buy,NSE,29.0,2848.37,82602.73,0.0
2024-05-16,L&T,Stock,Buy,NSE,333.0,3281.96,1092892.68,0.0
2024-05-16,Infosys,Stock,Sell,NSE,148.0,1330.49,196912.52,11944.4
2024-05-17,HDFC Bank,Stock,Buy,NSE,222.0,1382.76,306972.72,0.0
2024-05-19,Tata Motors,Stock,Buy,NSE,380.0,560.99,213176.2,0.0
2024-05-20,Tata Motors,Stock,Buy,NSE,154.0,502.5,77385.0,0.0
2024-05-21,SBI,Stock,Sell,NSE,198.0,631.83,125102.34,6369.36
2024-05-21,HDFC Bank,Stock,Buy,NSE,404.0,1748.57,706422.28,0.0
2024-05-22,Bitcoin,Cryptocurrency,Sell,Binance,1.1529,63321.38,73003.22,-2189.0
2024-05-23,L&T,Stock,Buy,NSE,218.0,2686.85,585733.3,0.0
2024-05-23,TCS,Stock,Sell,NSE,189.0,3358.58,634771.62,214638.99
2024-05-24,Tata Motors,Stock,Buy,NSE,403.0,829.4,334248.2,0.0
2024-05-25,ATOM,Cryptocurrency,Buy,Binance,482.36,8.15,3931.23,0.0
2024-05-26,SBI,Stock,Sell,NSE,278.0,501.63,139453.14,-5623.05
2024-05-26,Infosys,Stock,Buy,NSE,17.0,1561.36,26543.12,0.0
2024-05-27,Reliance Industries,Stock,Sell,NSE,278.0,2791.78,776114.84,309777.29
2024-05-29,Reliance Industries,Stock,Sell,NSE,418.0,3074.95,1285329.1,-56555.32
2024-05-29,NIFTYBEES,ETF,Sell,NSE,92.0,232.67,21405.64,-2874.47
2024-05-29,NIFTYBEES,ETF,Sell,NSE,28.0,255.71,7159.88,2575.01
2024-05-31,Reliance Industries,Stock,Buy,NSE,319.0,3086.0,984434.0,0.0
2024-05-31,Bitcoin,Cryptocurrency,Buy,Binance,2.3223,63226.52,146830.95,0.0
2024-06-01,SBI,Stock,Buy,NSE,492.0,795.24,391258.08,0.0
2024-06-05,Reliance Industries,Stock,Sell,NSE,103.0,3008.45,309870.35,8109.93
2024-06-08,Ethereum,Cryptocurrency,Buy,Binance,1.0238,2152.77,2204.01,0.0
2024-06-13,ITC,Stock,Sell,NSE,88.0,362.87,31932.56,-3735.47
2024-06-14,L&T,Stock,Buy,NSE,94.0,2979.83,280104.02,0.0
2024-06-16,Bitcoin,Cryptocurrency,Sell,Binance,0.3065,63872.37,19576.88,-462.52
2024-06-18,TCS,Stock,Buy,NSE,174.0,3256.02,566547.48,0.0
2024-06-18,Bitcoin,Cryptocurrency,Buy,Binance,0.4613,55527.69,25614.92,0.0
2024-06-20,Reliance Industries,Stock,Buy,NSE,379.0,2720.7,1031145.3,0.0
2024-06-22,L&T,Stock,Buy,NSE,140.0,3610.78,505509.2,0.0
2024-06-23,TCS,Stock,Buy,NSE,486.0,3910.05,1900284.3,0.0
2024-06-24,L&T,Stock,Sell,NSE,481.0,2337.58,1124375.98,358346.39
2024-06-25,Bitcoin,Cryptocurrency,Sell,Binance,1.9209,39938.77,76718.38,13807.25
2024-06-25,Tata Motors,Stock,Buy,NSE,54.0,593.21,32033.34,0.0
2024-06-25,HDFC Bank,Stock,Buy,NSE,229.0,1662.49,380710.21,0.0
2024-06-25,Solana,Cryptocurrency,Buy,Binance,431.73,172.37,74417.3,0.0
2024-06-26,GOLDBEES,ETF,Sell,NSE,343.0,57.36,19674.48,3812.91
2024-06-26,GOLDBEES,ETF,Sell,NSE,459.0,71.67,32896.53,-469.4
2024-06-26,ATOM,Cryptocurrency,Sell,Binance,181.38,11.28,2045.97,-122.9
2024-06-27,Reliance Industries,Stock,Buy,NSE,337.0,2941.32,991224.84,0.0
2024-06-27,Infosys,Stock,Buy,NSE,29.0,1718.06,49823.74,0.0
2024-06-27,Bitcoin,Cryptocurrency,Buy,Binance,2.1236,32061.73,68086.29,0.0
2024-06-27,ATOM,Cryptocurrency,Buy,Binance,74.02,14.76,1092.54,0.0
2024-06-28,ITC,Stock,Sell,NSE,315.0,397.63,125253.45,30663.91
2024-06-30,NIFTYBEES,ETF,Buy,NSE,141.0,204.23,28796.43,0.0
2024-06-30,L&T,Stock,Buy,NSE,10.0,2604.35,26043.5,0.0
2024-06-30,Ethereum,Cryptocurrency,Buy,Binance,2.4398,3891.75,9495.09,0.0
2024-06-30,HDFC Bank,Stock,Buy,NSE,39.0,1711.38,66743.82,0.0
2024-07-01,Infosys,Stock,Buy,NSE,261.0,1418.1,370124.1,0.0
2024-07-02,L&T,Stock,Sell,NSE,462.0,3773.5,1743357.0,201366.86
2024-07-03,ATOM,Cryptocurrency,Buy,Binance,142.01,8.37,1188.62,0.0
2024-07-05,Reliance Industries,Stock,Buy,NSE,293.0,2747.57,805038.01,0.0
2024-07-06,Ethereum,Cryptocurrency,Sell,Binance,2.0737,2438.37,5056.45,1435.03
2024-07-07,Ethereum,Cryptocurrency,Sell,Binance,0.796,2795.51,2225.23,-323.48
2024-07-08,GOLDBEES,ETF,Sell,NSE,382.0,55.73,21288.86,134.04
2024-07-10,Ethereum,Cryptocurrency,Buy,Binance,1.7961,2405.56,4320.63,0.0
2024-07-11,SBI,Stock,Sell,NSE,285.0,779.97,222291.45,30474.33
2024-07-11,ITC,Stock,Buy,NSE,325.0,382.34,124260.5,0.0
2024-07-12,Bitcoin,Cryptocurrency,Sell,Binance,2.2706,61207.95,138978.77,43146.62
2024-07-13,TCS,Stock,Buy,NSE,143.0,3835.83,548523.69,0.0
2024-07-15,L&T,Stock,Buy,NSE,325.0,2142.58,696338.5,0.0
2024-07-16,SBI,Stock,Buy,NSE,459.0,777.43,356840.37,0.0
2024-07-17,Ethereum,Cryptocurrency,Sell,Binance,1.0359,2237.76,2318.1,354.39
2024-07-19,ITC,Stock,Buy,NSE,255.0,389.64,99358.2,0.0
2024-07-19,SBI,Stock,Buy,NSE,189.0,617.13,116637.57,0.0
2024-07-20,Infosys,Stock,Buy,NSE,7.0,1781.93,12473.51,0.0
2024-07-20,ATOM,Cryptocurrency,Buy,Binance,137.31,9.29,1275.61,0.0
2024-07-21,L&T,Stock,Sell,NSE,432.0,3176.01,1372036.32,-147067.74
2024-07-23,HDFC Bank,Stock,Buy,NSE,167.0,1406.45,234877.15,0.0
2024-07-23,SBI,Stock,Sell,NSE,8.0,811.61,6492.88,98.59
2024-07-23,Infosys,Stock,Buy,NSE,484.0,1582.78,766065.52,0.0
2024-07-23,NIFTYBEES,ETF,Buy,NSE,257.0,261.04,67087.28,0.0
2024-07-23,Tata Motors,Stock,Sell,NSE,139.0,452.88,62950.32,-1764.27
2024-07-24,Ethereum,Cryptocurrency,Sell,Binance,1.5874,3036.2,4819.66,346.37
2024-07-24,NIFTYBEES,ETF,Sell,NSE,484.0,226.63,109688.92,-7114.08
2024-07-24,ITC,Stock,Sell,NSE,180.0,456.08,82094.4,20490.96
2024-07-25,Tata Motors,Stock,Buy,NSE,401.0,758.13,304010.13,0.0
2024-07-25,ATOM,Cryptocurrency,Buy,Binance,206.29,9.29,1916.43,0.0
2024-07-26,L&T,Stock,Sell,NSE,54.0,3510.15,189548.1,18465.8
2024-07-31,TCS,Stock,Buy,NSE,28.0,3842.52,107590.56,0.0
2024-08-02,L&T,Stock,Sell,NSE,500.0,2114.02,1057010.0,154773.84
2024-08-02,ITC,Stock,Sell,NSE,393.0,418.03,164285.79,51975.19
2024-08-02,ATOM,Cryptocurrency,Sell,Binance,440.55,11.63,5123.6,1740.6
2024-08-04,TCS,Stock,Buy,NSE,174.0,3584.63,623725.62,0.0
2024-08-05,Infosys,Stock,Buy,NSE,69.0,1441.06,99433.14,0.0
2024-08-06,Bitcoin,Cryptocurrency,Buy,Binance,1.1258,61056.76,68737.7,0.0
2024-08-07,Infosys,Stock,Buy,NSE,134.0,1361.8,182481.2,0.0
2024-08-08,HDFC Bank,Stock,Buy,NSE,268.0,1403.5,376138.0,0.0
2024-08-10,L&T,Stock,Sell,NSE,298.0,2075.19,618406.62,110175.44
2024-08-11,L&T,Stock,Buy,NSE,457.0,2791.2,1275578.4,0.0
2024-08-12,Tata Motors,Stock,Sell,NSE,183.0,654.12,119703.96,-5414.29
2024-08-13,Infosys,Stock,Buy,NSE,24.0,1621.13,38907.12,0.0
2024-08-13,ITC,Stock,Buy,NSE,374.0,381.04,142508.96,0.0
2024-08-14,TCS,Stock,Buy,NSE,275.0,3740.32,1028588.0,0.0
2024-08-15,Infosys,Stock,Buy,NSE,399.0,1725.38,688426.62,0.0
2024-08-19,NIFTYBEES,ETF,Buy,NSE,457.0,253.37,115790.09,0.0
2024-08-20,Ethereum,Cryptocurrency,Buy,Binance,0.4341,1608.71,698.34,0.0
2024-08-21,Bitcoin,Cryptocurrency,Sell,Binance,1.0381,61396.39,63735.59,20358.11
2024-08-23,GOLDBEES,ETF,Sell,NSE,360.0,74.22,26719.2,9065.29
2024-08-24,Ethereum,Cryptocurrency,Buy,Binance,1.1508,2190.5,2520.83,0.0
2024-08-25,Reliance Industries,Stock,Buy,NSE,314.0,2839.39,891568.46,0.0
2024-08-28,TCS,Stock,Buy,NSE,363.0,3702.73,1344090.99,0.0
2024-08-29,ITC,Stock,Buy,NSE,158.0,448.21,70817.18,0.0
2024-08-30,TCS,Stock,Sell,NSE,373.0,3125.9,1165960.7,221222.24
2024-08-31,Infosys,Stock,Buy,NSE,260.0,1424.36,370333.6,0.0
2024-09-03,SBI,Stock,Buy,NSE,20.0,785.2,15704.0,0.0
2024-09-03,ITC,Stock,Buy,NSE,428.0,428.45,183376.6,0.0
2024-09-03,HDFC Bank,Stock,Buy,NSE,297.0,1594.65,473611.05,0.0
2024-09-05,Ethereum,Cryptocurrency,Buy,Binance,1.682,2017.13,3392.81,0.0
2024-09-06,HDFC Bank,Stock,Buy,NSE,138.0,1320.69,182255.22,0.0
2024-09-07,SBI,Stock,Buy,NSE,299.0,695.33,207903.67,0.0
2024-09-08,Ethereum,Cryptocurrency,Sell,Binance,0.7445,3623.67,2697.82,536.12
2024-09-09,L&T,Stock,Sell,NSE,116.0,2564.97,297536.52,101719.98
2024-09-11,Solana,Cryptocurrency,Sell,Binance,284.67,94.11,26790.29,1797.99
2024-09-11,SBI,Stock,Sell,NSE,5.0,695.0,3475.0,1057.27
2024-09-14,Tata Motors,Stock,Sell,NSE,123.0,460.74,56671.02,8070.72
2024-09-14,Tata Motors,Stock,Sell,NSE,289.0,732.11,211579.79,-15285.45
2024-09-14,GOLDBEES,ETF,Sell,NSE,26.0,65.73,1708.98,443.65
2024-09-17,NIFTYBEES,ETF,Sell,NSE,393.0,273.08,107320.44,20801.15
2024-09-17,L&T,Stock,Buy,NSE,104.0,3304.85,343704.4,0.0
2024-09-19,Tata Motors,Stock,Sell,NSE,271.0,848.74,230008.54,87642.3
2024-09-19,HDFC Bank,Stock,Buy,NSE,72.0,1581.92,113898.24,0.0
2024-09-21,Solana,Cryptocurrency,Sell,Binance,326.32,95.02,31006.93,-1446.02
2024-09-21,Ethereum,Cryptocurrency,Sell,Binance,2.3462,2895.05,6792.37,535.06
2024-09-23,Tata Motors,Stock,Buy,NSE,368.0,965.6,355340.8,0.0
2024-09-25,Tata Motors,Stock,Sell,NSE,327.0,632.82,206932.14,14991.49
2024-09-27,Tata Motors,Stock,Sell,NSE,342.0,597.01,204177.42,3700.01
2024-09-28,ITC,Stock,Sell,NSE,392.0,398.6,156251.2,39167.13
2024-09-29,SBI,Stock,Sell,NSE,360.0,701.21,252435.6,23608.47
2024-09-30,Reliance Industries,Stock,Sell,NSE,251.0,2975.82,746930.82,-64275.22
2024-09-30,NIFTYBEES,ETF,Sell,NSE,267.0,245.16,65457.72,-9096.74
2024-10-04,Ethereum,Cryptocurrency,Buy,Binance,0.9596,3714.15,3564.1,0.0
2024-10-04,L&T,Stock,Buy,NSE,49.0,2597.09,127257.41,0.0
2024-10-04,L&T,Stock,Buy,NSE,25.0,2531.63,63290.75,0.0
2024-10-05,Infosys,Stock,Buy,NSE,355.0,1314.41,466615.55,0.0
2024-10-06,L&T,Stock,Sell,NSE,102.0,2369.99,241738.98,18155.55
2024-10-06,Ethereum,Cryptocurrency,Buy,Binance,1.8717,3425.98,6412.41,0.0
2024-10-08,ITC,Stock,Sell,NSE,487.0,359.75,175198.25,60262.64
2024-10-08,Solana,Cryptocurrency,Buy,Binance,351.84,194.52,68439.92,0.0
2024-10-09,Ethereum,Cryptocurrency,Sell,Binance,1.481,2540.07,3761.84,1095.62
2024-10-09,Tata Motors,Stock,Buy,NSE,385.0,714.89,275232.65,0.0
2024-10-10,Ethereum,Cryptocurrency,Sell,Binance,0.2822,1596.28,450.47,45.63
2024-10-11,Reliance Industries,Stock,Buy,NSE,394.0,2236.38,881133.72,0.0
2024-10-13,Infosys,Stock,Sell,NSE,455.0,1682.72,765637.6,294841.54
2024-10-16,L&T,Stock,Buy,NSE,251.0,3296.46,827411.46,0.0
2024-10-19,Tata Motors,Stock,Buy,NSE,52.0,886.64,46105.28,0.0
2024-10-21,NIFTYBEES,ETF,Buy,NSE,273.0,250.51,68389.23,0.0
2024-10-21,Tata Motors,Stock,Sell,NSE,335.0,647.59,216942.65,69053.36
2024-10-22,ITC,Stock,Buy,NSE,177.0,402.2,71189.4,0.0
2024-10-22,ATOM,Cryptocurrency,Buy,Binance,178.12,14.63,2605.9,0.0
2024-10-24,Reliance Industries,Stock,Sell,NSE,328.0,2770.5,908724.0,54857.7
2024-10-25,SBI,Stock,Sell,NSE,256.0,598.12,153118.72,49308.69
2024-10-26,Solana,Cryptocurrency,Buy,Binance,26.37,163.86,4320.99,0.0
2024-10-27,SBI,Stock,Buy,NSE,462.0,547.07,252746.34,0.0
2024-10-30,ITC,Stock,Buy,NSE,333.0,419.53,139703.49,0.0
2024-10-31,GOLDBEES,ETF,Buy,NSE,330.0,59.73,19710.9,0.0
2024-11-01,Bitcoin,Cryptocurrency,Sell,Binance,1.2758,29512.54,37652.1,10630.87
2024-11-03,L&T,Stock,Buy,NSE,297.0,3690.45,1096063.65,0.0
2024-11-03,Ethereum,Cryptocurrency,Sell,Binance,2.1166,1902.32,4026.45,-591.47
2024-11-06,Infosys,Stock,Sell,NSE,254.0,1541.27,391482.58,119064.68
2024-11-07,TCS,Stock,Buy,NSE,372.0,3028.5,1126602.0,0.0
2024-11-07,GOLDBEES,ETF,Buy,NSE,340.0,68.03,23130.2,0.0
2024-11-08,NIFTYBEES,ETF,Buy,NSE,251.0,227.14,57012.14,0.0
2024-11-08,Tata Motors,Stock,Sell,NSE,58.0,997.61,57861.38,-326.99
2024-11-09,HDFC Bank,Stock,Buy,NSE,263.0,1330.68,349968.84,0.0
2024-11-10,GOLDBEES,ETF,Sell,NSE,357.0,58.98,21055.86,5872.57
2024-11-11,Bitcoin,Cryptocurrency,Buy,Binance,0.8299,65938.09,54722.02,0.0
2024-11-11,HDFC Bank,Stock,Buy,NSE,152.0,1659.47,252239.44,0.0
2024-11-13,Tata Motors,Stock,Sell,NSE,132.0,933.78,123258.96,-2693.6
2024-11-14,Reliance Industries,Stock,Buy,NSE,265.0,2634.64,698179.6,0.0
2024-11-17,ATOM,Cryptocurrency,Buy,Binance,59.02,11.9,702.34,0.0
2024-11-18,ATOM,Cryptocurrency,Sell,Binance,122.87,7.06,867.46,256.89
2024-11-19,Tata Motors,Stock,Sell,NSE,136.0,726.24,98768.64,-4547.15
2024-11-19,NIFTYBEES,ETF,Buy,NSE,414.0,199.61,82638.54,0.0
2024-11-20,HDFC Bank,Stock,Buy,NSE,274.0,1398.46,383178.04,0.0
2024-11-22,ITC,Stock,Sell,NSE,51.0,350.69,17885.19,5415.47
2024-11-23,Reliance Industries,Stock,Buy,NSE,344.0,2660.36,915163.84,0.0
2024-11-24,ITC,Stock,Sell,NSE,26.0,402.63,10468.38,1929.97
2024-11-25,L&T,Stock,Buy,NSE,239.0,3631.92,868028.88,0.0
2024-11-27,Ethereum,Cryptocurrency,Buy,Binance,1.3953,1717.57,2396.53,0.0
2024-11-27,SBI,Stock,Buy,NSE,355.0,506.43,179782.65,0.0
2024-11-27,L&T,Stock,Sell,NSE,101.0,3013.6,304373.6,94411.6
2024-11-28,NIFTYBEES,ETF,Buy,NSE,248.0,261.38,64822.24,0.0
2024-11-28,GOLDBEES,ETF,Sell,NSE,407.0,60.51,24627.57,7134.71
2024-11-29,TCS,Stock,Buy,NSE,26.0,3649.77,94894.02,0.0
2024-12-03,Bitcoin,Cryptocurrency,Buy,Binance,1.0289,58412.99,60101.13,0.0
2024-12-05,SBI,Stock,Buy,NSE,285.0,807.54,230148.9,0.0
2024-12-05,L&T,Stock,Sell,NSE,77.0,3268.45,251670.65,69436.33
2024-12-07,Tata Motors,Stock,Sell,NSE,223.0,743.74,165854.02,63654.02
2024-12-08,Bitcoin,Cryptocurrency,Buy,Binance,0.1093,35972.22,3931.76,0.0
2024-12-12,Infosys,Stock,Buy,NSE,110.0,1736.37,191000.7,0.0
2024-12-13,HDFC Bank,Stock,Buy,NSE,84.0,1507.17,126602.28,0.0
2024-12-15,Solana,Cryptocurrency,Sell,Binance,167.11,155.26,25945.5,830.05
2024-12-17,HDFC Bank,Stock,Sell,NSE,313.0,1545.98,483891.74,-20295.39
2024-12-17,NIFTYBEES,ETF,Sell,NSE,104.0,231.82,24109.28,-3170.73
2024-12-20,ITC,Stock,Sell,NSE,320.0,471.21,150787.2,47306.01
2024-12-21,Infosys,Stock,Buy,NSE,340.0,1377.64,468397.6,0.0
2024-12-21,ITC,Stock,Buy,NSE,466.0,435.72,203045.52,0.0
2024-12-25,NIFTYBEES,ETF,Buy,NSE,107.0,247.03,26432.21,0.0
2024-12-26,ITC,Stock,Buy,NSE,329.0,356.98,117446.42,0.0
2024-12-27,Bitcoin,Cryptocurrency,Buy,Binance,0.1288,63632.59,8195.88,0.0
2024-12-28,Tata Motors,Stock,Buy,NSE,425.0,977.85,415586.25,0.0
2025-01-02,NIFTYBEES,ETF,Buy,NSE,438.0,208.59,91362.42,0.0
2025-01-05,ATOM,Cryptocurrency,Sell,Binance,39.18,13.81,541.08,-37.2
2025-01-09,Solana,Cryptocurrency,Buy,Binance,400.42,127.46,51037.53,0.0
2025-01-10,Reliance Industries,Stock,Buy,NSE,227.0,2558.67,580818.09,0.0
2025-01-10,SBI,Stock,Buy,NSE,187.0,714.8,133667.6,0.0
2025-01-11,Tata Motors,Stock,Buy,NSE,118.0,568.16,67042.88,0.0
2025-01-11,HDFC Bank,Stock,Buy,NSE,433.0,1418.53,614223.49,0.0
2025-01-13,TCS,Stock,Sell,NSE,169.0,3928.84,663973.96,-1207.78
2025-01-15,Infosys,Stock,Sell,NSE,364.0,1568.88,571072.32,190310.12
2025-01-16,Tata Motors,Stock,Buy,NSE,387.0,650.49,251739.63,0.0
2025-01-17,Infosys,Stock,Buy,NSE,126.0,1672.67,210756.42,0.0
2025-01-25,Ethereum,Cryptocurrency,Sell,Binance,0.3213,3635.53,1168.1,-24.48
2025-01-25,SBI,Stock,Sell,NSE,42.0,537.26,22564.92,2859.95
2025-01-26,Reliance Industries,Stock,Sell,NSE,45.0,2935.39,132092.55,13539.75
2025-01-26,Solana,Cryptocurrency,Buy,Binance,339.46,82.15,27886.64,0.0
2025-01-28,Bitcoin,Cryptocurrency,Buy,Binance,0.2757,32019.8,8827.86,0.0
2025-01-28,SBI,Stock,Buy,NSE,458.0,558.76,255912.08,0.0
2025-02-03,Ethereum,Cryptocurrency,Buy,Binance,2.2797,1522.24,3470.25,0.0
2025-02-04,TCS,Stock,Buy,NSE,174.0,4067.49,707743.26,0.0
